Gene,Isoforms,Unique Exon Count
PB.14654,"PB.14654.1, PB.14654.2, PB.14654.5, PB.14654.6, PB.14654.7",6
PB.14655,"PB.14655.1, PB.14655.3, PB.14655.4, PB.14655.5, PB.14655.6, PB.14655.7",7
PB.14656,"PB.14656.1, PB.14656.2",4
PB.14657,PB.14657.1,1
PB.14658,"PB.14658.1, PB.14658.2, PB.14658.3, PB.14658.4",8
PB.14659,"PB.14659.1, PB.14659.6, PB.14659.7",6
PB.1466,"PB.1466.1, PB.1466.10, PB.1466.11, PB.1466.12, PB.1466.13, PB.1466.14, PB.1466.15, PB.1466.16, PB.1466.17, PB.1466.18, PB.1466.19, PB.1466.2, PB.1466.20, PB.1466.21, PB.1466.22, PB.1466.23, PB.1466.24, PB.1466.25, PB.1466.26, PB.1466.27, PB.1466.28, PB.1466.29, PB.1466.3, PB.1466.30, PB.1466.31, PB.1466.32, PB.1466.33, PB.1466.4, PB.1466.5, PB.1466.7, PB.1466.8, PB.1466.9",60
PB.14660,"PB.14660.10, PB.14660.11, PB.14660.12, PB.14660.3, PB.14660.4, PB.14660.5, PB.14660.6, PB.14660.8, PB.14660.9",13
PB.14661,"PB.14661.1, PB.14661.2, PB.14661.3",6
PB.14662,"PB.14662.1, PB.14662.2, PB.14662.3, PB.14662.4",8
PB.14663,"PB.14663.1, PB.14663.10, PB.14663.2, PB.14663.3, PB.14663.4, PB.14663.5, PB.14663.7, PB.14663.8, PB.14663.9",14
PB.14664,"PB.14664.2, PB.14664.3, PB.14664.4, PB.14664.5, PB.14664.6, PB.14664.7",9
PB.14665,"PB.14665.1, PB.14665.2, PB.14665.5, PB.14665.6",6
PB.14666,"PB.14666.1, PB.14666.2, PB.14666.3, PB.14666.4, PB.14666.5, PB.14666.6",12
PB.14667,"PB.14667.15, PB.14667.16, PB.14667.17, PB.14667.18, PB.14667.19, PB.14667.2, PB.14667.24, PB.14667.4, PB.14667.5, PB.14667.7",11
PB.14668,"PB.14668.1, PB.14668.2, PB.14668.3, PB.14668.4, PB.14668.5, PB.14668.6",12
PB.14669,"PB.14669.1, PB.14669.10, PB.14669.2, PB.14669.3, PB.14669.5, PB.14669.6, PB.14669.7, PB.14669.8, PB.14669.9",12
PB.1467,"PB.1467.1, PB.1467.2, PB.1467.3, PB.1467.4",8
PB.14670,"PB.14670.1, PB.14670.2, PB.14670.3, PB.14670.4, PB.14670.5",8
PB.14671,PB.14671.1,1
PB.14672,"PB.14672.1, PB.14672.2",2
PB.14673,"PB.14673.1, PB.14673.2, PB.14673.4, PB.14673.5, PB.14673.7, PB.14673.8, PB.14673.9",8
PB.14674,"PB.14674.1, PB.14674.2, PB.14674.3, PB.14674.4, PB.14674.5",7
PB.14675,"PB.14675.1, PB.14675.2",4
PB.14676,PB.14676.1,1
PB.14677,"PB.14677.1, PB.14677.2",4
PB.14678,PB.14678.1,5
PB.14679,"PB.14679.1, PB.14679.2",4
PB.1468,PB.1468.1,1
PB.14680,"PB.14680.1, PB.14680.2, PB.14680.3, PB.14680.4, PB.14680.5",7
PB.14681,PB.14681.1,1
PB.14682,"PB.14682.1, PB.14682.2, PB.14682.3",6
PB.14683,"PB.14683.1, PB.14683.2, PB.14683.3",7
PB.14684,"PB.14684.1, PB.14684.2, PB.14684.3, PB.14684.7, PB.14684.8",10
PB.14685,"PB.14685.1, PB.14685.2, PB.14685.3, PB.14685.4, PB.14685.5, PB.14685.6, PB.14685.7",16
PB.14686,"PB.14686.1, PB.14686.2, PB.14686.3",11
PB.14687,"PB.14687.1, PB.14687.10, PB.14687.2, PB.14687.3, PB.14687.4, PB.14687.5, PB.14687.6, PB.14687.7, PB.14687.8, PB.14687.9",12
PB.14688,"PB.14688.1, PB.14688.2, PB.14688.3, PB.14688.4, PB.14688.5",9
PB.14689,"PB.14689.1, PB.14689.2, PB.14689.3, PB.14689.4, PB.14689.5",8
PB.1469,"PB.1469.1, PB.1469.2, PB.1469.3, PB.1469.4, PB.1469.5, PB.1469.6, PB.1469.7, PB.1469.8, PB.1469.9",18
PB.14690,PB.14690.1,7
PB.14691,"PB.14691.1, PB.14691.2, PB.14691.3, PB.14691.4, PB.14691.5, PB.14691.6, PB.14691.7, PB.14691.8",13
PB.14692,"PB.14692.1, PB.14692.2, PB.14692.3, PB.14692.4",8
PB.14693,"PB.14693.1, PB.14693.2, PB.14693.3",6
PB.14694,PB.14694.1,1
PB.14695,"PB.14695.1, PB.14695.2, PB.14695.3, PB.14695.4, PB.14695.5, PB.14695.6",11
PB.14696,"PB.14696.1, PB.14696.2, PB.14696.3, PB.14696.4, PB.14696.5, PB.14696.6",11
PB.14697,"PB.14697.1, PB.14697.11, PB.14697.12, PB.14697.13, PB.14697.14, PB.14697.15, PB.14697.16, PB.14697.17, PB.14697.2, PB.14697.3, PB.14697.4, PB.14697.5, PB.14697.6, PB.14697.8, PB.14697.9",38
PB.14698,"PB.14698.1, PB.14698.2, PB.14698.3, PB.14698.4",9
PB.14699,"PB.14699.1, PB.14699.2, PB.14699.3, PB.14699.4, PB.14699.5, PB.14699.6",10
PB.147,PB.147.1,6
PB.1470,"PB.1470.1, PB.1470.10, PB.1470.12, PB.1470.14, PB.1470.15, PB.1470.16, PB.1470.18, PB.1470.19, PB.1470.2, PB.1470.21, PB.1470.22, PB.1470.23, PB.1470.24, PB.1470.26, PB.1470.28, PB.1470.3, PB.1470.30, PB.1470.31, PB.1470.32, PB.1470.33, PB.1470.34, PB.1470.35, PB.1470.36, PB.1470.40, PB.1470.41, PB.1470.42, PB.1470.43, PB.1470.44, PB.1470.46, PB.1470.48, PB.1470.49, PB.1470.5, PB.1470.50, PB.1470.51, PB.1470.52, PB.1470.53, PB.1470.54, PB.1470.55, PB.1470.56, PB.1470.57, PB.1470.58, PB.1470.59, PB.1470.6, PB.1470.60, PB.1470.61, PB.1470.62, PB.1470.63, PB.1470.64, PB.1470.65, PB.1470.66, PB.1470.67, PB.1470.69, PB.1470.70, PB.1470.8, PB.1470.9",84
PB.14700,"PB.14700.1, PB.14700.2, PB.14700.3, PB.14700.4, PB.14700.5, PB.14700.6",17
PB.14701,"PB.14701.1, PB.14701.2, PB.14701.3",8
PB.14702,"PB.14702.1, PB.14702.2, PB.14702.3, PB.14702.4, PB.14702.5, PB.14702.6, PB.14702.7, PB.14702.8, PB.14702.9",16
PB.14703,PB.14703.1,3
PB.14704,"PB.14704.1, PB.14704.2, PB.14704.3, PB.14704.4, PB.14704.5, PB.14704.6, PB.14704.7, PB.14704.8, PB.14704.9",17
PB.14705,"PB.14705.1, PB.14705.10, PB.14705.12, PB.14705.2, PB.14705.3, PB.14705.4, PB.14705.5, PB.14705.6, PB.14705.7, PB.14705.8, PB.14705.9",15
PB.14706,"PB.14706.10, PB.14706.12, PB.14706.13, PB.14706.14, PB.14706.15, PB.14706.16, PB.14706.17, PB.14706.5, PB.14706.6, PB.14706.7, PB.14706.8, PB.14706.9",21
PB.14707,"PB.14707.1, PB.14707.2, PB.14707.3, PB.14707.4",30
PB.14708,"PB.14708.1, PB.14708.10, PB.14708.11, PB.14708.12, PB.14708.13, PB.14708.14, PB.14708.15, PB.14708.17, PB.14708.18, PB.14708.19, PB.14708.2, PB.14708.20, PB.14708.21, PB.14708.3, PB.14708.4, PB.14708.5, PB.14708.6, PB.14708.7",54
PB.14709,"PB.14709.1, PB.14709.2",4
PB.1471,"PB.1471.1, PB.1471.11, PB.1471.13, PB.1471.14, PB.1471.15, PB.1471.16, PB.1471.17, PB.1471.18, PB.1471.19, PB.1471.2, PB.1471.20, PB.1471.21, PB.1471.22, PB.1471.23, PB.1471.24, PB.1471.25, PB.1471.26, PB.1471.27, PB.1471.28, PB.1471.29, PB.1471.3, PB.1471.30, PB.1471.31, PB.1471.32, PB.1471.33, PB.1471.34, PB.1471.36, PB.1471.37, PB.1471.38, PB.1471.39, PB.1471.4, PB.1471.40, PB.1471.41, PB.1471.42, PB.1471.5, PB.1471.6, PB.1471.7, PB.1471.8, PB.1471.9",60
PB.14710,"PB.14710.1, PB.14710.2",16
PB.14711,PB.14711.1,2
PB.14712,"PB.14712.1, PB.14712.2, PB.14712.3, PB.14712.4",6
PB.14713,"PB.14713.1, PB.14713.2, PB.14713.6, PB.14713.7, PB.14713.8, PB.14713.9",9
PB.14714,"PB.14714.1, PB.14714.2",4
PB.14715,PB.14715.1,1
PB.14716,"PB.14716.1, PB.14716.15, PB.14716.18, PB.14716.2, PB.14716.20, PB.14716.21, PB.14716.22, PB.14716.23, PB.14716.24, PB.14716.25, PB.14716.26, PB.14716.27, PB.14716.28, PB.14716.31, PB.14716.5, PB.14716.6, PB.14716.8",24
PB.14717,PB.14717.1,4
PB.14718,"PB.14718.1, PB.14718.2, PB.14718.3, PB.14718.4, PB.14718.5, PB.14718.6",11
PB.14719,"PB.14719.1, PB.14719.2",9
PB.1472,"PB.1472.12, PB.1472.13, PB.1472.15, PB.1472.16, PB.1472.17, PB.1472.19, PB.1472.20, PB.1472.3, PB.1472.4, PB.1472.5, PB.1472.7, PB.1472.8, PB.1472.9",19
PB.14720,"PB.14720.1, PB.14720.2, PB.14720.3, PB.14720.4, PB.14720.5",11
PB.14721,"PB.14721.1, PB.14721.10, PB.14721.11, PB.14721.12, PB.14721.2, PB.14721.3, PB.14721.4, PB.14721.5, PB.14721.6, PB.14721.7, PB.14721.8, PB.14721.9",20
PB.14722,"PB.14722.1, PB.14722.10, PB.14722.11, PB.14722.12, PB.14722.13, PB.14722.14, PB.14722.15, PB.14722.16, PB.14722.17, PB.14722.18, PB.14722.2, PB.14722.3, PB.14722.5, PB.14722.7, PB.14722.8, PB.14722.9",27
PB.14723,"PB.14723.15, PB.14723.22, PB.14723.26, PB.14723.27, PB.14723.28, PB.14723.29, PB.14723.31, PB.14723.35, PB.14723.36, PB.14723.37, PB.14723.39, PB.14723.43, PB.14723.46, PB.14723.49, PB.14723.50, PB.14723.51, PB.14723.52, PB.14723.53, PB.14723.54, PB.14723.55, PB.14723.56, PB.14723.57, PB.14723.58",29
PB.14724,"PB.14724.1, PB.14724.2",4
PB.14725,PB.14725.1,1
PB.14726,"PB.14726.1, PB.14726.10, PB.14726.11, PB.14726.2, PB.14726.5, PB.14726.6, PB.14726.7, PB.14726.8, PB.14726.9",15
PB.14727,"PB.14727.1, PB.14727.2",2
PB.14728,"PB.14728.1, PB.14728.2, PB.14728.3, PB.14728.4, PB.14728.5",8
PB.14729,PB.14729.1,1
PB.1473,"PB.1473.1, PB.1473.2, PB.1473.3, PB.1473.4, PB.1473.5, PB.1473.6",16
PB.14730,PB.14730.1,1
PB.14731,"PB.14731.1, PB.14731.2",3
PB.14732,"PB.14732.1, PB.14732.2, PB.14732.3, PB.14732.4, PB.14732.5, PB.14732.6, PB.14732.7, PB.14732.8, PB.14732.9",14
PB.14733,"PB.14733.1, PB.14733.2, PB.14733.3, PB.14733.4, PB.14733.5",9
PB.14734,"PB.14734.1, PB.14734.10, PB.14734.11, PB.14734.12, PB.14734.13, PB.14734.2, PB.14734.3, PB.14734.4, PB.14734.5, PB.14734.6, PB.14734.7, PB.14734.8, PB.14734.9",22
PB.14735,"PB.14735.1, PB.14735.2",4
PB.14736,"PB.14736.1, PB.14736.11, PB.14736.12, PB.14736.13, PB.14736.15, PB.14736.2, PB.14736.3, PB.14736.4, PB.14736.5, PB.14736.6, PB.14736.7, PB.14736.8",16
PB.14737,"PB.14737.1, PB.14737.2, PB.14737.3, PB.14737.4, PB.14737.5, PB.14737.6, PB.14737.7, PB.14737.8",12
PB.14738,"PB.14738.1, PB.14738.2",4
PB.14739,"PB.14739.1, PB.14739.10, PB.14739.11, PB.14739.12, PB.14739.14, PB.14739.15, PB.14739.16, PB.14739.2, PB.14739.3, PB.14739.4, PB.14739.5, PB.14739.6, PB.14739.7, PB.14739.8, PB.14739.9",30
PB.1474,"PB.1474.1, PB.1474.2, PB.1474.3",5
PB.14740,"PB.14740.1, PB.14740.15, PB.14740.16, PB.14740.17, PB.14740.19, PB.14740.2, PB.14740.20, PB.14740.21, PB.14740.22, PB.14740.23, PB.14740.24, PB.14740.3, PB.14740.4, PB.14740.7, PB.14740.8",40
PB.14741,"PB.14741.1, PB.14741.2, PB.14741.3, PB.14741.4, PB.14741.5, PB.14741.6",10
PB.14742,"PB.14742.1, PB.14742.2, PB.14742.3, PB.14742.4, PB.14742.5",9
PB.14743,PB.14743.1,3
PB.14744,"PB.14744.1, PB.14744.2, PB.14744.3",7
PB.14745,"PB.14745.1, PB.14745.14, PB.14745.15, PB.14745.2, PB.14745.3, PB.14745.4, PB.14745.5, PB.14745.6, PB.14745.7, PB.14745.8, PB.14745.9",25
PB.14746,"PB.14746.1, PB.14746.10, PB.14746.11, PB.14746.12, PB.14746.13, PB.14746.14, PB.14746.2, PB.14746.3, PB.14746.4, PB.14746.5, PB.14746.6, PB.14746.7, PB.14746.8, PB.14746.9",24
PB.14747,"PB.14747.1, PB.14747.10, PB.14747.11, PB.14747.12, PB.14747.13, PB.14747.14, PB.14747.15, PB.14747.7, PB.14747.8, PB.14747.9",13
PB.14748,"PB.14748.1, PB.14748.2, PB.14748.3, PB.14748.4",9
PB.14749,PB.14749.1,2
PB.1475,"PB.1475.1, PB.1475.12, PB.1475.14, PB.1475.15, PB.1475.16, PB.1475.17, PB.1475.18, PB.1475.19, PB.1475.2, PB.1475.20, PB.1475.21, PB.1475.22, PB.1475.23, PB.1475.24, PB.1475.25, PB.1475.26, PB.1475.28, PB.1475.29, PB.1475.3, PB.1475.30, PB.1475.31, PB.1475.32, PB.1475.33, PB.1475.34, PB.1475.35, PB.1475.36, PB.1475.37, PB.1475.38, PB.1475.39, PB.1475.4, PB.1475.40, PB.1475.41, PB.1475.42, PB.1475.43, PB.1475.44, PB.1475.45, PB.1475.46, PB.1475.47, PB.1475.48, PB.1475.49, PB.1475.50, PB.1475.51, PB.1475.52, PB.1475.53, PB.1475.54, PB.1475.55, PB.1475.56, PB.1475.57, PB.1475.58, PB.1475.59, PB.1475.60, PB.1475.61, PB.1475.62, PB.1475.63, PB.1475.64, PB.1475.65, PB.1475.66, PB.1475.68, PB.1475.69, PB.1475.7, PB.1475.70, PB.1475.71, PB.1475.72, PB.1475.73, PB.1475.74, PB.1475.75, PB.1475.76, PB.1475.77, PB.1475.78, PB.1475.79, PB.1475.8, PB.1475.80, PB.1475.81, PB.1475.82, PB.1475.83, PB.1475.84, PB.1475.85",146
PB.14750,"PB.14750.1, PB.14750.2, PB.14750.3",7
PB.14751,"PB.14751.1, PB.14751.2, PB.14751.3, PB.14751.4, PB.14751.5, PB.14751.6, PB.14751.7",11
PB.14752,"PB.14752.1, PB.14752.2, PB.14752.3",7
PB.14753,"PB.14753.1, PB.14753.2, PB.14753.3, PB.14753.4, PB.14753.5",8
PB.14754,"PB.14754.13, PB.14754.14, PB.14754.15, PB.14754.18, PB.14754.19, PB.14754.20, PB.14754.21, PB.14754.22, PB.14754.23, PB.14754.24, PB.14754.4",13
PB.14755,"PB.14755.2, PB.14755.4, PB.14755.5, PB.14755.6, PB.14755.7, PB.14755.8, PB.14755.9",11
PB.14756,PB.14756.1,1
PB.14757,"PB.14757.1, PB.14757.2, PB.14757.3",6
PB.14758,"PB.14758.1, PB.14758.2, PB.14758.3",5
PB.14759,"PB.14759.1, PB.14759.2",6
PB.1476,"PB.1476.1, PB.1476.10, PB.1476.11, PB.1476.12, PB.1476.13, PB.1476.16, PB.1476.17, PB.1476.18, PB.1476.19, PB.1476.2, PB.1476.20, PB.1476.21, PB.1476.25, PB.1476.27, PB.1476.28, PB.1476.29, PB.1476.3, PB.1476.31, PB.1476.33, PB.1476.34, PB.1476.35, PB.1476.4, PB.1476.40, PB.1476.41, PB.1476.42, PB.1476.43, PB.1476.45, PB.1476.46, PB.1476.48, PB.1476.49, PB.1476.5, PB.1476.50, PB.1476.51, PB.1476.52, PB.1476.53, PB.1476.54, PB.1476.55, PB.1476.56, PB.1476.57, PB.1476.58, PB.1476.59, PB.1476.6, PB.1476.60, PB.1476.61, PB.1476.62, PB.1476.65, PB.1476.66, PB.1476.67, PB.1476.68, PB.1476.69, PB.1476.7, PB.1476.70, PB.1476.71, PB.1476.72, PB.1476.73, PB.1476.74, PB.1476.75, PB.1476.76, PB.1476.77, PB.1476.8, PB.1476.9",94
PB.14760,"PB.14760.1, PB.14760.2",4
PB.14761,"PB.14761.2, PB.14761.3, PB.14761.4, PB.14761.5, PB.14761.6, PB.14761.7",10
PB.14762,"PB.14762.1, PB.14762.2, PB.14762.3",4
PB.14763,"PB.14763.1, PB.14763.2, PB.14763.3, PB.14763.5, PB.14763.6, PB.14763.7, PB.14763.8",9
PB.14764,"PB.14764.1, PB.14764.2, PB.14764.3, PB.14764.4, PB.14764.5, PB.14764.6, PB.14764.7",11
PB.14765,"PB.14765.1, PB.14765.2",4
PB.14766,"PB.14766.1, PB.14766.2, PB.14766.3, PB.14766.4, PB.14766.5, PB.14766.6, PB.14766.7, PB.14766.8, PB.14766.9",25
PB.14767,"PB.14767.1, PB.14767.2, PB.14767.3, PB.14767.4",13
PB.14768,"PB.14768.1, PB.14768.2, PB.14768.3",4
PB.14769,"PB.14769.1, PB.14769.10, PB.14769.11, PB.14769.3, PB.14769.4, PB.14769.6, PB.14769.7, PB.14769.8, PB.14769.9",26
PB.1477,"PB.1477.1, PB.1477.10, PB.1477.11, PB.1477.12, PB.1477.13, PB.1477.14, PB.1477.15, PB.1477.16, PB.1477.17, PB.1477.18, PB.1477.19, PB.1477.2, PB.1477.20, PB.1477.21, PB.1477.22, PB.1477.23, PB.1477.24, PB.1477.3, PB.1477.4, PB.1477.5, PB.1477.6, PB.1477.7, PB.1477.8, PB.1477.9",43
PB.14770,"PB.14770.1, PB.14770.2",4
PB.14771,"PB.14771.1, PB.14771.2, PB.14771.3",9
PB.14772,"PB.14772.1, PB.14772.10, PB.14772.11, PB.14772.13, PB.14772.4, PB.14772.5, PB.14772.6, PB.14772.8, PB.14772.9",13
PB.14773,"PB.14773.1, PB.14773.2, PB.14773.3, PB.14773.4, PB.14773.5",6
PB.14774,"PB.14774.1, PB.14774.2",5
PB.14775,"PB.14775.1, PB.14775.2, PB.14775.3, PB.14775.4, PB.14775.5",16
PB.14776,"PB.14776.1, PB.14776.2, PB.14776.3",8
PB.14777,"PB.14777.1, PB.14777.10, PB.14777.11, PB.14777.12, PB.14777.13, PB.14777.14, PB.14777.15, PB.14777.16, PB.14777.17, PB.14777.2, PB.14777.3, PB.14777.4, PB.14777.5, PB.14777.6, PB.14777.7, PB.14777.8, PB.14777.9",29
PB.14778,"PB.14778.1, PB.14778.10, PB.14778.11, PB.14778.12, PB.14778.2, PB.14778.3, PB.14778.4, PB.14778.5, PB.14778.6, PB.14778.7, PB.14778.8, PB.14778.9",17
PB.14779,"PB.14779.1, PB.14779.2",2
PB.1478,"PB.1478.1, PB.1478.2, PB.1478.3, PB.1478.4",5
PB.14780,"PB.14780.1, PB.14780.2, PB.14780.3, PB.14780.4, PB.14780.5",7
PB.14781,"PB.14781.1, PB.14781.10, PB.14781.11, PB.14781.12, PB.14781.13, PB.14781.3, PB.14781.4, PB.14781.5, PB.14781.6, PB.14781.9",16
PB.14782,"PB.14782.10, PB.14782.14, PB.14782.15, PB.14782.16, PB.14782.17, PB.14782.18, PB.14782.19, PB.14782.7, PB.14782.8, PB.14782.9",23
PB.14783,"PB.14783.1, PB.14783.10, PB.14783.11, PB.14783.12, PB.14783.13, PB.14783.2, PB.14783.4, PB.14783.5, PB.14783.6, PB.14783.7, PB.14783.8, PB.14783.9",23
PB.14784,"PB.14784.1, PB.14784.2, PB.14784.3",6
PB.14785,"PB.14785.1, PB.14785.2",4
PB.14786,"PB.14786.1, PB.14786.2",4
PB.14787,PB.14787.1,3
PB.14788,"PB.14788.1, PB.14788.10, PB.14788.3, PB.14788.4, PB.14788.5, PB.14788.6, PB.14788.7, PB.14788.8, PB.14788.9",19
PB.14789,PB.14789.1,4
PB.1479,PB.1479.1,1
PB.14790,"PB.14790.1, PB.14790.10, PB.14790.11, PB.14790.12, PB.14790.13, PB.14790.14, PB.14790.2, PB.14790.3, PB.14790.4, PB.14790.5, PB.14790.6, PB.14790.7, PB.14790.8, PB.14790.9",21
PB.14791,"PB.14791.1, PB.14791.2, PB.14791.3, PB.14791.4, PB.14791.5, PB.14791.6",8
PB.14792,PB.14792.1,1
PB.14793,"PB.14793.1, PB.14793.10, PB.14793.11, PB.14793.12, PB.14793.13, PB.14793.14, PB.14793.15, PB.14793.16, PB.14793.17, PB.14793.18, PB.14793.19, PB.14793.2, PB.14793.20, PB.14793.22, PB.14793.3, PB.14793.4, PB.14793.5, PB.14793.6, PB.14793.7, PB.14793.8, PB.14793.9",25
PB.14794,"PB.14794.10, PB.14794.11, PB.14794.12, PB.14794.13, PB.14794.14, PB.14794.15, PB.14794.16, PB.14794.17, PB.14794.18, PB.14794.19, PB.14794.2, PB.14794.20, PB.14794.21, PB.14794.22, PB.14794.3, PB.14794.4, PB.14794.5, PB.14794.6, PB.14794.7, PB.14794.8, PB.14794.9",31
PB.14795,PB.14795.1,6
PB.14796,PB.14796.1,2
PB.14797,PB.14797.1,1
PB.14798,"PB.14798.1, PB.14798.10, PB.14798.11, PB.14798.12, PB.14798.13, PB.14798.14, PB.14798.15, PB.14798.16, PB.14798.17, PB.14798.18, PB.14798.19, PB.14798.2, PB.14798.20, PB.14798.21, PB.14798.22, PB.14798.23, PB.14798.24, PB.14798.25, PB.14798.26, PB.14798.3, PB.14798.4, PB.14798.5, PB.14798.6, PB.14798.7, PB.14798.8, PB.14798.9",33
PB.14799,PB.14799.1,2
PB.148,"PB.148.1, PB.148.2, PB.148.4, PB.148.5, PB.148.6, PB.148.7, PB.148.8, PB.148.9",12
PB.1480,"PB.1480.1, PB.1480.2, PB.1480.3, PB.1480.4, PB.1480.5",10
PB.14800,"PB.14800.1, PB.14800.2, PB.14800.3",6
PB.14801,"PB.14801.1, PB.14801.2",4
PB.14802,"PB.14802.1, PB.14802.2, PB.14802.3, PB.14802.4, PB.14802.5, PB.14802.6, PB.14802.7, PB.14802.8, PB.14802.9",13
PB.14803,"PB.14803.1, PB.14803.10, PB.14803.11, PB.14803.12, PB.14803.13, PB.14803.14, PB.14803.15, PB.14803.16, PB.14803.17, PB.14803.18, PB.14803.19, PB.14803.20, PB.14803.21, PB.14803.22, PB.14803.23, PB.14803.24, PB.14803.3, PB.14803.4, PB.14803.8, PB.14803.9",31
PB.14804,"PB.14804.1, PB.14804.2",4
PB.14805,PB.14805.1,1
PB.14806,"PB.14806.1, PB.14806.2, PB.14806.3, PB.14806.4, PB.14806.5, PB.14806.6",11
PB.14807,"PB.14807.1, PB.14807.2, PB.14807.3",6
PB.14808,"PB.14808.10, PB.14808.11, PB.14808.13, PB.14808.3, PB.14808.4, PB.14808.5, PB.14808.6, PB.14808.7, PB.14808.8, PB.14808.9",33
PB.14809,"PB.14809.1, PB.14809.10, PB.14809.11, PB.14809.12, PB.14809.13, PB.14809.2, PB.14809.3, PB.14809.4, PB.14809.5, PB.14809.6, PB.14809.7, PB.14809.8, PB.14809.9",31
PB.1481,"PB.1481.1, PB.1481.2, PB.1481.3, PB.1481.4, PB.1481.5",12
PB.14810,"PB.14810.1, PB.14810.2, PB.14810.3, PB.14810.5, PB.14810.6, PB.14810.7, PB.14810.8",24
PB.14811,"PB.14811.1, PB.14811.10, PB.14811.11, PB.14811.12, PB.14811.2, PB.14811.3, PB.14811.4, PB.14811.8, PB.14811.9",19
PB.14812,PB.14812.1,1
PB.14813,"PB.14813.1, PB.14813.2, PB.14813.3, PB.14813.4, PB.14813.5, PB.14813.6, PB.14813.7, PB.14813.8",16
PB.14814,"PB.14814.1, PB.14814.10, PB.14814.11, PB.14814.12, PB.14814.13, PB.14814.14, PB.14814.15, PB.14814.16, PB.14814.17, PB.14814.18, PB.14814.19, PB.14814.2, PB.14814.20, PB.14814.21, PB.14814.22, PB.14814.3, PB.14814.4, PB.14814.6, PB.14814.7, PB.14814.8, PB.14814.9",37
PB.14815,"PB.14815.1, PB.14815.2, PB.14815.3, PB.14815.4, PB.14815.5, PB.14815.6, PB.14815.7",9
PB.14816,"PB.14816.1, PB.14816.2",4
PB.14817,"PB.14817.1, PB.14817.2",9
PB.14818,"PB.14818.1, PB.14818.2, PB.14818.3",6
PB.14819,"PB.14819.1, PB.14819.3, PB.14819.4, PB.14819.5",9
PB.1482,"PB.1482.1, PB.1482.2, PB.1482.3, PB.1482.5, PB.1482.6",9
PB.14820,"PB.14820.1, PB.14820.2, PB.14820.3, PB.14820.4, PB.14820.5, PB.14820.6, PB.14820.7",12
PB.14821,"PB.14821.1, PB.14821.10, PB.14821.11, PB.14821.12, PB.14821.13, PB.14821.14, PB.14821.15, PB.14821.16, PB.14821.17, PB.14821.2, PB.14821.3, PB.14821.4, PB.14821.5, PB.14821.6, PB.14821.7, PB.14821.8, PB.14821.9",31
PB.14822,"PB.14822.1, PB.14822.2, PB.14822.3",7
PB.14823,"PB.14823.10, PB.14823.11, PB.14823.12, PB.14823.13, PB.14823.14, PB.14823.7, PB.14823.8, PB.14823.9",14
PB.14824,"PB.14824.1, PB.14824.3, PB.14824.4, PB.14824.5, PB.14824.6",9
PB.14825,"PB.14825.1, PB.14825.2",4
PB.14826,"PB.14826.1, PB.14826.10, PB.14826.11, PB.14826.12, PB.14826.13, PB.14826.14, PB.14826.15, PB.14826.2, PB.14826.3, PB.14826.4, PB.14826.5, PB.14826.6, PB.14826.7, PB.14826.9",22
PB.14827,"PB.14827.1, PB.14827.10, PB.14827.2, PB.14827.3, PB.14827.4, PB.14827.5, PB.14827.6, PB.14827.7, PB.14827.8, PB.14827.9",23
PB.14828,PB.14828.1,2
PB.14829,"PB.14829.1, PB.14829.2",3
PB.1483,"PB.1483.10, PB.1483.11, PB.1483.12, PB.1483.3, PB.1483.4, PB.1483.5, PB.1483.6, PB.1483.7, PB.1483.8, PB.1483.9",21
PB.14830,PB.14830.1,4
PB.14831,"PB.14831.1, PB.14831.2",4
PB.14832,"PB.14832.1, PB.14832.2, PB.14832.3, PB.14832.4, PB.14832.5",5
PB.14833,PB.14833.1,3
PB.14834,PB.14834.1,2
PB.14835,"PB.14835.1, PB.14835.10, PB.14835.11, PB.14835.12, PB.14835.2, PB.14835.3, PB.14835.4, PB.14835.5, PB.14835.6, PB.14835.7, PB.14835.8, PB.14835.9",21
PB.14836,"PB.14836.1, PB.14836.10, PB.14836.11, PB.14836.12, PB.14836.13, PB.14836.14, PB.14836.15, PB.14836.2, PB.14836.20, PB.14836.21, PB.14836.24, PB.14836.25, PB.14836.3, PB.14836.4, PB.14836.5, PB.14836.6, PB.14836.7, PB.14836.8, PB.14836.9",34
PB.14837,"PB.14837.1, PB.14837.10, PB.14837.11, PB.14837.12, PB.14837.13, PB.14837.14, PB.14837.15, PB.14837.27, PB.14837.28, PB.14837.29, PB.14837.34, PB.14837.35, PB.14837.38, PB.14837.41, PB.14837.42, PB.14837.43, PB.14837.44, PB.14837.45, PB.14837.46, PB.14837.47, PB.14837.48, PB.14837.49, PB.14837.5, PB.14837.52, PB.14837.54, PB.14837.56, PB.14837.57, PB.14837.6",47
PB.14838,"PB.14838.1, PB.14838.2, PB.14838.3, PB.14838.6",8
PB.14839,PB.14839.1,20
PB.1484,"PB.1484.1, PB.1484.2, PB.1484.3",6
PB.14840,PB.14840.1,3
PB.14841,"PB.14841.1, PB.14841.2",10
PB.14842,"PB.14842.1, PB.14842.10, PB.14842.11, PB.14842.12, PB.14842.13, PB.14842.14, PB.14842.15, PB.14842.16, PB.14842.17, PB.14842.18, PB.14842.19, PB.14842.2, PB.14842.20, PB.14842.22, PB.14842.3, PB.14842.4, PB.14842.6, PB.14842.8, PB.14842.9",33
